,Lan,CUI,P,LUI,PF,SUI,name
9050132,ENG,C4696080,P,L1722669,PF,S17999634,Cells.CD25/100 Cells.CD4
9051584,ENG,C4696594,P,L5541850,PF,S18006542,Neck+Chest+Abdomen+Pelvis
9051684,ENG,C4696628,P,L9088199,PF,S17999710,Cells.CD3-CD45+/100 cells:NFr:Pt:Bld:Qn
9051688,ENG,C4696629,P,L9090916,PF,S17999712,Cells.CD3-CD45+/100 cells
9051693,ENG,C4696631,P,L14815135,PF,S17999713,Cells.CD3-CD45+:NCnc:Pt:Bld:Qn
9051697,ENG,C4696632,P,L9090917,PF,S17999715,Cells.CD3-CD45+
9051782,ENG,C4696664,P,L14815132,PF,S17999638,Cells.CD27+CD45RO+CD62L+CCR7+/100 Cells.CD3+CD8+:NFr:Pt:Bld:Qn
9051786,ENG,C4696665,P,L14808249,PF,S17999640,Cells.CD27+CD45RO+CD62L+CCR7+/100 Cells.CD3+CD8+
9051797,ENG,C4696670,P,L14815131,PF,S17999635,Cells.CD27+CD45RO+CD62L+CCR7+/100 Cells.CD3+CD4+:NFr:Pt:Bld:Qn
9051801,ENG,C4696671,P,L14804786,PF,S17999637,Cells.CD27+CD45RO+CD62L+CCR7+/100 Cells.CD3+CD4+
9051830,ENG,C4696682,P,L14803093,PF,S17999720,Cells.CD38+IgM-/100 Cells.CD19:NFr:Pt:Bld:Qn
9051834,ENG,C4696683,P,L14811708,PF,S17999721,Cells.CD38+IgM-/100 Cells.CD19
9051844,ENG,C4696686,P,L6911748,PF,S17999746,Cells.IgM/100 Cells.CD19
9051858,ENG,C4696691,P,L14813399,PF,S17999592,Cells.CD19+CD27+IgD-IgM-:NCnc:Pt:Bld:Qn
9051862,ENG,C4696692,P,L14808243,PF,S17999593,Cells.CD19+CD27+IgD-IgM-
9051864,ENG,C4696693,P,L14806551,PF,S17999655,Cells.CD27+IgD-IgM-/100 Cells.CD19:NFr:Pt:Bld:Qn
9051868,ENG,C4696694,P,L14813403,PF,S17999656,Cells.CD27+IgD-IgM-/100 Cells.CD19
9051870,ENG,C4696695,P,L14813399,PF,S17999588,Cells.CD19+CD27+IgD+IgM+:NCnc:Pt:Bld:Qn
9051874,ENG,C4696696,P,L14808243,PF,S17999589,Cells.CD19+CD27+IgD+IgM+
9051876,ENG,C4696697,P,L14806551,PF,S17999649,Cells.CD27+IgD+IgM+/100 Cells.CD19:NFr:Pt:Bld:Qn
9051880,ENG,C4696698,P,L14813403,PF,S17999650,Cells.CD27+IgD+IgM+/100 Cells.CD19
9051897,ENG,C4696705,P,L14804782,PF,S17999617,Cells.CD21/100 Cells.CD19:NFr:Pt:Bld:Qn
9051901,ENG,C4696706,P,L14804783,PF,S17999619,Cells.CD21/100 Cells.CD19
9051902,ENG,C4696707,P,L14808245,PF,S17999601,Cells.CD19+CD38+IgM+:NCnc:Pt:Bld:Qn
9051906,ENG,C4696708,P,L14811697,PF,S17999602,Cells.CD19+CD38+IgM+
9051921,ENG,C4696713,P,L1836456,PF,S17999738,Cells.CD45RA/100 Cells.CD4
9051922,ENG,C4696714,P,L5805482,PF,S17999742,Cells.CD45RO/100 Cells.CD4:NFr:Pt:Bld:Qn
9051926,ENG,C4696715,P,L5805545,PF,S17999744,Cells.CD45RO/100 Cells.CD4
9052039,ENG,C4696762,P,L14112880,PF,S18011370,Upper body dressing - functional ability:Find:Pt:^Patient:Ord:CMS Assessment
9052090,ENG,C4696787,P,L14112878,PF,S18004281,Lower body dressing - functional ability:Find:Pt:^Patient:Ord:CMS Assessment
9052391,ENG,C4696890,P,L5189401,PF,S18008496,Prenatal tests
9052748,ENG,C4697014,P,L10670417,PF,S17998658,Babesia sp 18S
9052751,ENG,C4697017,P,L1846898,PF,S17999616,Cells.CD21-
9052752,ENG,C4697018,P,L1846898,PF,S17999612,Cells.CD21+
9052754,ENG,C4697020,P,L13478253,PF,S17999631,Cells.CD25-CD127+
9052755,ENG,C4697021,P,L5129821,PF,S17999664,Cells.CD27+
9052759,ENG,C4697025,P,L14803085,PF,S17999657,Cells.CD27+IgD-IgM-
9052760,ENG,C4697026,P,L14803085,PF,S17999654,Cells.CD27+IgD-IgM+
9052761,ENG,C4697027,P,L14808250,PF,S17999671,Cells.CD27-CD45RO+CD62L-CCR7-
9052765,ENG,C4697031,P,L14809964,PF,S17999722,Cells.CD38+IgM-
9052766,ENG,C4697032,P,L14809964,PF,S17999719,Cells.CD38+IgM+
9052795,ENG,C4697059,P,L12154350,PF,S18010345,Serotonin release 1.0 IU
9052796,ENG,C4697060,P,L12147083,PF,S18010344,Serotonin release 1.0 IU/mL heparin
9052830,ENG,C4697668,P,L10339889,PF,S18003661,IgM+total
9052882,ENG,C4697720,P,L0030405,PF,S18007887,Parachute
9053102,ENG,C4697939,P,L5525520,PF,S18011452,Vaulted
9053126,ENG,C4697963,P,L11722981,PF,S18007093,None (0%)
9053228,ENG,C4698065,P,L1197962,PF,S18003738,In-network
9053271,ENG,C4698108,P,L14807488,PF,S18007972,Pass L- refer R
9053279,ENG,C4698116,P,L14803570,PF,S18003808,"Influenza B virus not detected, Influenza A virus inconclusive"
9053299,ENG,C4698136,P,L11728702,PF,S14562291,"Hb F,C,A"
9053301,ENG,C4698138,P,L11723684,PF,S14562295,"Hb F,D,A"
9053305,ENG,C4698142,P,L11723685,PF,S14562302,"Hb F,S,A"
9053311,ENG,C4698148,P,L11725295,PF,S14562272,"Hb F,A and other than C,D, E, S, O-Arab"
9053313,ENG,C4698150,P,L11725295,PF,S14562274,"Hb F,A, C and other than D, E, S, O-Arab"
9053314,ENG,C4698151,P,L11725295,PF,S14562275,"Hb F,A, D and other than C, E, S, O-Arab"
9053315,ENG,C4698152,P,L11725295,PF,S14562276,"Hb F,A, E and other than C,D, S, O-Arab"
9053316,ENG,C4698153,P,L11725295,PF,S14562278,"Hb F,A, S and other than C,D, E, O-Arab"
9053318,ENG,C4698155,P,L11725291,PF,S14562238,"Hb Barts, F, A"
9053326,ENG,C4698163,P,L11717088,PF,S14562290,"Hb F,C,A, Barts"
9053328,ENG,C4698165,P,L11723683,PF,S14562294,"Hb F,D,A , Barts"
9053334,ENG,C4698171,P,L11718648,PF,S14562271,"Hb F,A and other than C,D, E, S, O-Arab plus Barts"
9053341,ENG,C4698178,P,L11723680,PF,S14562249,"Hb D,A"
9053342,ENG,C4698179,P,L11717085,PF,S14562262,"Hb E,A"
9053343,ENG,C4698180,P,L11726985,PF,S14562333,"Hb S,A"
9053349,ENG,C4698186,P,L11721962,PF,S14562227,"Hb A and other than C,D, E, S, O-Arab"
9053355,ENG,C4698192,P,L11718649,PF,S18002919,"Hb F,S,A, Barts"
9053494,ENG,C4698331,P,L11716444,PF,S14556538,1 - 3
9053495,ENG,C4698332,P,L11719719,PF,S14557251,7 - 9
9053499,ENG,C4698336,P,L5374207,PF,S18010704,Supplementing
9053550,ENG,C4698387,P,L1383818,PF,S18009923,Reintubated
9053553,ENG,C4698390,P,L0217537,PF,S18000438,Cuffed endotracheal tube
9053797,ENG,C4698631,P,L14806376,PF,S17998006,A/G (heterozygous)
9053838,ENG,C4698672,P,L14809242,PF,S18008437,"Positive for Cytokeratin AE1, negative for p63 and CK5"
9053841,ENG,C4698675,P,L14812691,PF,S18008435,"Positive for CK903, negative for p63 and P504S"
9053842,ENG,C4698676,P,L14812691,PF,S18008434,"Positive for CK903 and p63, negative for P504S"
9053845,ENG,C4698679,P,L14810968,PF,S18008433,"Positive for CK8, negative for p63 and SM-MHC"
9053846,ENG,C4698680,P,L14810968,PF,S18008432,"Positive for CK8 and p63, negative for SM-MHC"
9053849,ENG,C4698683,P,L14804082,PF,S18008442,"Positive for Ki67, negative for Melan-A"
9053855,ENG,C4698689,P,L14816150,PF,S18008451,"Positive for TTF-1, negative for CK7"
9053857,ENG,C4698691,P,L14804081,PF,S18008428,"Positive for CD43, negative for PAX5"
9053861,ENG,C4698695,P,L14814427,PF,S18008447,"Positive for PAX5, negative for CD5"
9053863,ENG,C4698697,P,L14812690,PF,S18008439,"Positive for Factor XIII, negative for CD34"
9053894,ENG,C4698727,P,L14808335,PF,S18000392,Corynebacterium diphtheriae shaped bacilli ++
9053920,ENG,C4698753,P,L0656653,PF,S17998249,Ag (-) and Ab (+)
9053921,ENG,C4698754,P,L0656653,PF,S17998247,Ag (+) and Ab (+)
9053922,ENG,C4698755,P,L0656653,PF,S17998250,Ag (-) and Ab (-)
9053934,ENG,C4698767,P,L14813362,PF,S18001960,G/C (heterozygous)
9053935,ENG,C4698768,P,L14806492,PF,S18010756,T/C (heterozygous)
9053985,ENG,C4698818,P,L6581314,PF,S15996831,pump-stopped-nos
9054287,ENG,C4699121,P,L14808524,PF,S18001963,G/T (heterozygous)
9054308,ENG,C4699142,P,L10083976,PF,S18008663,Pseudomonas aeruginosa multidrug resistant isolated
9054364,ENG,C4699198,P,L14805293,PF,S18010072,Right hypertropia (left hypotropia)
9054367,ENG,C4699201,P,L10459408,PF,S17999888,Cleft lip or palate
9054432,ENG,C4699265,P,L14200893,PF,S17997831,-0.1
9054433,ENG,C4699266,P,L13040716,PF,S17997832,-0.3
9054584,ENG,C4699418,P,L14103900,PF,S18010615,Streptococcus pneumoniae Danish serotypes 22F/22A
9054644,ENG,C4699478,P,L1040511,PF,S17997999,?-2-1
9054684,ENG,C4699518,P,L14814595,PF,S18010034,Rh blood group antigen VS
9054740,ENG,C4699574,P,L5131713,PF,S17997991,<3 hours
9054771,ENG,C4699605,P,L14802910,PF,S17997993,>12 months
9054779,ENG,C4699613,P,L11716538,PF,S17997989,<2 years
9055256,ENG,C4700083,P,L14807535,PF,S18008453,"Positive other enterococci, negative Enterococcus faecalis"
9055269,ENG,C4700096,P,L14810967,PF,S18008426,"Positive for CD3, negative for CD20"
9055270,ENG,C4700097,P,L14804080,PF,S18008445,"Positive for PAX5, negative for BCL-2"
9055323,ENG,C4700149,P,L11720328,PF,S14562297,"Hb F,E,A"
9055324,ENG,C4700150,P,L11725295,PF,S14562277,"Hb F,A, O-Arab and other than C,D, E, S"
9055325,ENG,C4700151,P,L11718648,PF,S14562269,"Hb F, and other than A,C,D,E,O-Arab,S plus Barts"
9055327,ENG,C4700153,P,L14813225,PF,S17997986,< 50% Ambulatory
9055366,ENG,C4700191,P,L11725295,PF,S14562300,"Hb F,S and other than A,C,D, E, O-Arab"
9056462,ENG,C4700701,P,L14824291,PF,S18026192,propionylcarnitine (C3) + palmitoylcarnitine (C16) in dried blood spot
9056621,ENG,C4700755,P,L8609127,PF,S18023477,deoxypyridinoline in urine
9057247,ENG,C4700971,P,L12129247,PF,S18018859,FVC predicted value
9058203,ENG,C4701313,P,L0161458,PF,S18023344,creatinine increased by ___%
9058614,ENG,C4701469,P,L14818049,PF,S18414765,serum viral antibody titer ELISA for HIV
9064786,ENG,C4704088,P,L0195737,PF,S18092364,"linalyl acetate, (+)-"
9064788,ENG,C4704089,P,L0065950,PF,S18092380,"menthone, (+/-)-"
9064793,ENG,C4704091,P,L0054837,PF,S18092135,"carvone, (-)-"
9066040,ENG,C4704735,P,L1760358,PF,S18094156,"Carvedilol, (+)-isomer"
9066042,ENG,C4704736,P,L1760358,PF,S18094159,"Carvedilol, (-)-isomer"
9066531,ENG,C4704890,P,L9489282,PF,S11788417,Drug Counterfeiting
9067057,ENG,C4705176,P,L0264662,PF,S18093182,"3,5,4'-trihydroxy-6,7,3'-trimethoxyflavone"
9067255,ENG,C4705315,P,L6597064,PF,S18095054,Halopige
9067327,ENG,C4705349,P,L14888686,PF,S18093312,5-benzylidene-4-oxazolidinone
9067570,ENG,C4705492,P,L14890699,PF,S18092873,(-)-aritasone
9068063,ENG,C4705731,P,L14889869,PF,S18092867,(+)-goniodenin
9068158,ENG,C4705769,P,L14889468,PF,S18092876,(-)-renieramycin T
9068210,ENG,C4705795,P,L5179734,PF,S18097771,"eas protein, Drosophila"
9068282,ENG,C4705820,P,L14890291,PF,S18092872,(-)-SCH 64874
9068514,ENG,C4705952,P,L14888257,PF,S18092866,(+)-elevenol
9068555,ENG,C4705973,P,L14888658,PF,S18092950,(±)-ganoapplanin
9068946,ENG,C4706151,P,L14888654,PF,S18092875,(-)-gymnothelignan V
9069011,ENG,C4706186,P,L0082351,PF,S18092865,(+)-duocarmycin SA
9069189,ENG,C4706271,P,L0871956,PF,S18114415,Obesity monitoring refused
9069293,ENG,C4706310,P,L4863671,PF,S18110152,Hormone receptor antagonist
9069334,ENG,C4706322,P,L0730344,PF,S18102200,Asthma monitoring refused
9069336,ENG,C4706323,P,L9484520,PF,S18102861,Beta-1 adrenergic receptor agonist
9069549,ENG,C4706395,P,L3107470,PF,S18114768,Osteoporosis monitoring refused
9069555,ENG,C4706397,P,L0854574,PF,S18110535,Hypertension monitoring refused
9069835,ENG,C4706489,P,L0872009,PF,S18113558,Monitoring for stress refused
9072099,ENG,C4707278,P,L0249468,PF,S18114252,Noble gas
9072181,ENG,C4707305,P,L13497959,PF,S18102375,Autosomal dominant Charcot-Marie-Tooth disease type 2U
9072208,ENG,C4707314,P,L0846700,PF,S18109560,Geriatric monitoring refused
9072302,ENG,C4707339,P,L14911695,PF,S18110540,Hypertrophy of left kidney co-occurrent and due to congenital hypoplasia of right kidney
9073229,ENG,C4707836,P,L11735130,PF,S18106882,Dopamine receptor D2 antagonist
9073237,ENG,C4707839,P,L0005087,PF,S18102791,Benzoxepin
9073328,ENG,C4707874,P,L0549103,PF,S18115718,Plastic and related compound
9073421,ENG,C4707907,P,L14895474,PF,S18105258,Congenital dislocation of right hip co-occurrent with congenital subluxation of left hip
9073537,ENG,C4707944,P,L4863666,PF,S18109651,Glucocorticoid receptor antagonist
9073652,ENG,C4707981,P,L0503873,PF,S18101930,Arteriovenous fistula with aneurysm
9073765,ENG,C4708019,P,L14919188,PF,S18106934,Double aortic arch with dominant right arch and hypoplasia of left arch
9073876,ENG,C4708056,P,L14910581,PF,S18136157,Surgical reduction of torsion of right testis with fixation of left testis
9073884,ENG,C4708060,P,L5523233,PF,S18101409,Anaerobic blood culture bottle
9074312,ENG,C4708260,P,L14895800,PF,S18114442,Obstruction without gangrene co-occurrent and due to recurrent left inguinal hernia
9074314,ENG,C4708261,P,L14915485,PF,S18114444,Obstruction without gangrene co-occurrent and due to recurrent right inguinal hernia
9074399,ENG,C4708434,P,L9478285,PF,S18102867,Beta-2 adrenergic receptor antagonist
9075092,ENG,C4708636,P,L14902816,PF,S18100480,Active non-cavitated caries of tooth root
9075129,ENG,C4708646,P,L14895850,PF,S18110002,Height of alveolar bone surrounding tooth
9075176,ENG,C4708663,P,L0637056,PF,S18099964,5.3
9075214,ENG,C4708676,P,L14918625,PF,S18100481,Active non-cavitated caries
9075534,ENG,C4708781,P,L0617327,PF,S18099418,1.06
9075537,ENG,C4708782,P,L11716531,PF,S18099465,11.6
9075575,ENG,C4708796,P,L0840048,PF,S18108669,Flossing of teeth
9075646,ENG,C4708818,P,L14212145,PF,S18099902,3.333
9075841,ENG,C4708904,P,L1049584,PF,S18099991,6.75
9075865,ENG,C4708912,P,L0619558,PF,S18099420,1.36
9077455,ENG,C4709362,P,L7766373,PF,S18143231,Health Coaching
9077595,ENG,C4709501,P,L14923590,PF,S18144722,"Monitor for mixed acid-base derangements (e.g., primary respiratory alkalosis and primary metabolic acidosis) presenting as inappropriate respiratory compensations shrouding a primary metabolic disorder"
9078279,ENG,C4710179,P,L2330161,PF,S18144773,Monitor for seizures
9082490,ENG,C4714374,P,L13126881,PF,S18146733,Verify patient's identity
9083204,ENG,C4715087,P,L14930103,PF,S18150562,Resolution of guilt
9083306,ENG,C4715182,P,L12968914,PF,S18148242,Feeling worthless
9083539,ENG,C4715404,P,L0222740,PF,S18149777,Pain controlled
9085529,ENG,C4717356,P,L6353316,PF,S18149176,Maintains sleep routine
9086360,ENG,C4718181,P,L14929035,PF,S18149374,Monitors disease progression
9086953,ENG,C4718771,P,L13661955,PF,S18149871,Participates in social activities
9088576,ENG,C4719719,P,L14973658,PF,S18213034,250 ML albumin human-kjda 50 MG/ML Injection
9088582,ENG,C4719721,P,L14974223,PF,S18213033,250 ML albumin human-kjda 50 MG/ML Injection [Albuminex]
9089264,ENG,C4720277,P,L14978389,PF,S18219650,"Bypass Peritoneal Cavity to Pelvic Cavity with Synthetic Substitute, Percutaneous Approach"
9089288,ENG,C4720285,P,L14978746,PF,S18219610,"Bypass Left Pleural Cavity to Pelvic Cavity with Synthetic Substitute, Percutaneous Approach"
9089291,ENG,C4720286,P,L14978564,PF,S18219611,"Bypass Left Pleural Cavity to Peritoneal Cavity with Synthetic Substitute, Percutaneous Approach"
9089312,ENG,C4720293,P,L14978230,PF,S18219718,"Bypass Right Pleural Cavity to Pelvic Cavity with Synthetic Substitute, Percutaneous Approach"
9089315,ENG,C4720294,P,L14977746,PF,S18219719,"Bypass Right Pleural Cavity to Peritoneal Cavity with Synthetic Substitute, Percutaneous Approach"
9089318,ENG,C4720295,P,L14978565,PF,S18219716,"Bypass Right Pleural Cavity to Left Pleural Cavity with Synthetic Substitute, Percutaneous Approach"
9091872,ENG,C4721403,P,L1491222,PF,S13884716,.DELTA.-TOCOPHEROL
9091980,ENG,C4721417,P,L0036678,PF,S0084995,Separated
9092087,ENG,C4721437,P,L6431042,PF,S11786687,"Charcot-Marie-Tooth disease, Type 4E"
9092550,ENG,C4721519,P,L0881138,PF,S1436574,preserved
9092551,ENG,C4721520,P,L1221988,PF,S0006474,Acridine
9092681,ENG,C4721550,P,L0007585,PF,S0475512,Cell Culture
9092781,ENG,C4721575,P,L0379094,PF,S0528991,stage IV hypopharyngeal cancer
9093694,ENG,C4721806,P,L0007117,PF,S0022281,"Carcinoma, Basal Cell"
9095149,ENG,C4722252,P,L14796109,PF,S18520906,"Injection, fosnetupitant 235 mg and palonosetron 0.25 mg"
9095152,ENG,C4722253,P,L15096548,PF,S18520894,"Injection, crotalidae immune f(ab')2 (equine), 120 mg"
9096130,ENG,C4722593,P,L0545394,PF,S0746403,Ticarcillin disodium with clavulanate potassium
9096152,ENG,C4722602,P,L0887163,PF,S18011330,Underlying
9098137,ENG,C4723619,P,L0287441,PF,S17380712,Brain Ependymoma
9099958,ENG,C4724013,P,L12172248,PF,S18232808,Masked Data
9099996,ENG,C4724030,P,L0003738,PF,S18472349,Archived
9102468,ENG,C4724752,P,L14986037,PF,S18236670,Sealant Powder Dosage Form
9104961,ENG,C4725633,P,L6050933,PF,S18238622,Unit-dose Blister
9105751,ENG,C4725825,P,L14986537,PF,S18226141,Ann Arbor Stage IIIS
9106788,ENG,C4726096,P,L14989601,PF,S18228802,ERT - Disgust Responded as Anger
9106812,ENG,C4726104,P,L14985417,PF,S18228809,ERT - Fear Responded as Anger
9106815,ENG,C4726105,P,L14982624,PF,S18228810,ERT - Fear Responded as Disgust
9106833,ENG,C4726111,P,L14986810,PF,S18228816,ERT - Happiness Responded as Anger
9106836,ENG,C4726112,P,L14985420,PF,S18228817,ERT - Happiness Responded as Disgust
9106839,ENG,C4726113,P,L14991003,PF,S18228818,ERT - Happiness Responded as Fear
9106857,ENG,C4726119,P,L14992404,PF,S18228823,ERT - Neutral Responded as Anger
9106860,ENG,C4726120,P,L14989602,PF,S18228824,ERT - Neutral Responded as Disgust
9106863,ENG,C4726121,P,L14986811,PF,S18228825,ERT - Neutral Responded as Fear
9106866,ENG,C4726122,P,L14986814,PF,S18228826,ERT - Neutral Responded as Happiness
9106881,ENG,C4726127,P,L14991002,PF,S18228837,ERT - Sadness Responded as Anger
9106884,ENG,C4726128,P,L14986812,PF,S18228839,ERT - Sadness Responded as Fear
9106887,ENG,C4726129,P,L14985421,PF,S18228840,ERT - Sadness Responded as Happiness
9106890,ENG,C4726130,P,L14983992,PF,S18228841,ERT - Sadness Responded as Neutral
9106902,ENG,C4726134,P,L14985418,PF,S18228844,ERT - Surprise Responded as Anger
9106905,ENG,C4726135,P,L14992405,PF,S18228845,ERT - Surprise Responded as Disgust
9106911,ENG,C4726137,P,L14992408,PF,S18228847,ERT - Surprise Responded as Happiness
9106914,ENG,C4726138,P,L14989603,PF,S18228848,ERT - Surprise Responded as Neutral
9106917,ENG,C4726139,P,L14991007,PF,S18228849,ERT - Surprise Responded as Sadness
9109539,ENG,C4727087,P,L0289272,PF,S4159696,Metastatic Lung Carcinoma
9111833,ENG,C4727721,P,L14986813,PF,S18228815,ERT - Fear Responded as Surprise
9111836,ENG,C4727722,P,L14982625,PF,S18228838,ERT - Sadness Responded as Disgust
9111876,ENG,C4727736,P,L9102684,PF,S18225663,AM-001
9112602,ENG,C4728255,P,L10205315,PF,S18245402,_EmploymentStatus
9112624,ENG,C4728277,P,L9409514,PF,S18245427,observation encounter
9114606,ENG,C4730178,P,L0575174,PF,S18246794,Food Processors
9115283,ENG,C4730806,P,L6340092,PF,S18248725,"Acetaminophen, Dextromethorphan Hydrobromide, Doxylamine Succinate, and Pseudoephedrine Hydrochloride Oral Solution"
9115286,ENG,C4730809,P,L8202145,PF,S18248728,"Acetaminophen, Diphenhydramine Hydrochloride, and Phenylephrine Hydrochloride Oral Solution"
9115420,ENG,C4730943,P,L14999549,PF,S18249955,Epinephrine Bitartrate Ophthalmic Solution
9115424,ENG,C4730947,P,L5577095,PF,S6394505,Erythromycin Estolate Oral Suspension
9115427,ENG,C4730950,P,L14997218,PF,S18249965,Erythromycin Ethylsuccinate Oral Suspension
9117297,ENG,C4731928,P,L13681155,PF,S18340052,Unlisted Service or Procedure
9118929,ENG,C4732857,P,L15087490,PF,S18340403,Hypoplasia of mandible relative to maxilla
9121039,ENG,C4734066,P,L5333493,PF,S18359786,Cocoglyceride
9121040,ENG,C4734067,P,L0155534,PF,S18363503,Titanium oxides
9125579,ENG,C4735951,P,L15140557,PF,S18409200,familial hemiplegic migraine type 3 without intractable migraine with status migrainosus
9125585,ENG,C4735953,P,L15137453,PF,S18415499,transformed migraine without aura without intractable migraine with status migrainosus
9127146,ENG,C4736522,P,L14825265,PF,S18405599,NAA with probe detection for Hepatitis C virus RNA panel in serum or plasma
9127822,ENG,C4736757,P,L15143916,PF,S18406686,alanine aminotransferase/aspartate aminotransferase ratio in serum or plasma
9128184,ENG,C4736880,P,L15140646,PF,S18410032,lactate dehydrogenase in body fluid by pyruvate to lactate reaction
9129715,ENG,C4737436,P,L1485302,PF,S18407983,choriogonadotropin beta subunit
9129740,ENG,C4737445,P,L1730177,PF,S18404608,CD16+ CD56+ cells
9129782,ENG,C4737459,P,L5129925,PF,S18415148,terminal deoxyribonucleotidyl transferase cells
9129788,ENG,C4737461,P,L5129932,PF,S18411353,myeloperoxidase cells
9129899,ENG,C4737500,P,L0005821,PF,S18412299,platelets in blood
9130048,ENG,C4737551,P,L9484658,PF,S18404838,Charcot-Marie-Tooth disease type 2U
9130144,ENG,C4737584,P,L2415868,PF,S18404638,CD25 cells
9131989,ENG,C4738292,P,L3168255,PF,S18425794,Urine+Serum/Plasma
9132109,ENG,C4738344,P,L14803307,PF,S18416798,Arachidonate/Eicosapentaenoate
9132289,ENG,C4738401,P,L0750813,PF,S18424796,Serum+Whole blood
9132509,ENG,C4738506,P,L10205527,PF,S18423115,Operating
9132944,ENG,C4738665,P,L13671342,PF,S18425928,Weighted score
9136521,ENG,C4739970,P,L15153207,PF,S18425537,"Thinking about the past 4W, my life was the best:Find:4W:^Patient:Ord:PROMIS"
9136524,ENG,C4739971,P,L15150933,PF,S18425539,"Thinking about the past 4W, my life was the best"
9136979,ENG,C4740126,P,L15146008,PF,S18425498,"Thinking about the past 4W, my child's life was the best:Find:4W:^Patient:Ord:PROMIS.PARENTPROXY"
9136982,ENG,C4740127,P,L15150925,PF,S18425500,"Thinking about the past 4W, my child's life was the best"
9137080,ENG,C4740163,P,L13463358,PF,S18422415,"N,N'-Dimethylarginine:MCnc:Pt:Ser/Plas:Qn"
9137319,ENG,C4740655,P,L14811868,PF,S18419059,Dispatching
9137369,ENG,C4740705,P,L0596663,PF,S18421920,Moderate risk
9137377,ENG,C4740713,P,L14815082,PF,S18416400,A/C (heterozygous)
9140199,ENG,C4742623,P,L0066882,PF,S0179698,MSH receptors
9140474,ENG,C4742775,P,L15188880,PF,S18460588,(-)-sinoracutine
9140530,ENG,C4742804,P,L9487214,PF,S18460586,(-)-lycoposerramine R
9140835,ENG,C4742967,P,L15188879,PF,S18460587,(-)-rasidasin II
9140836,ENG,C4742968,P,L15188879,PF,S18460585,(+)-rasidasin II
9141583,ENG,C4743346,P,L1397683,PF,S1664959,"pyrido(2,3-d)pyrimidine"
9143750,ENG,C4744173,P,L15191959,PF,S18466511,FACIT-Dyspnea Scale 33 Item Bank Version - Severity: Walking 1/2 Mile
9143753,ENG,C4744174,P,L15191958,PF,S18466510,FACIT-Dyspnea Scale 33 Item Bank Version - Severity: Walking 1/2 Mile Why Not
9143903,ENG,C4744224,P,L15194499,PF,S18466451,FACIT-Dyspnea Scale 33 Item Bank Version - Limit: Walking 1/2 Mile
9144797,ENG,C4744407,P,L0160616,PF,S18470471,Rooming
9144865,ENG,C4744437,P,L11177325,PF,S18472315,Sore Mouth or Throat at its Worst
9145247,ENG,C4744547,P,L3552977,PF,S4159532,Metastatic Adrenal Cortex Carcinoma
9146774,ENG,C4745110,P,L14802910,PF,S18463998,12 Months
9146776,ENG,C4745112,P,L11716511,PF,S18464026,36 Months
9147145,ENG,C4745225,P,L5524486,PF,S18469635,Other Errors
9147155,ENG,C4745230,P,L0018715,PF,S18466639,Fair Health
9147453,ENG,C4745329,P,L5502341,PF,S18469771,PTS-100
9147898,ENG,C4745570,P,L1341780,PF,S18476861,Stool Softener with Laxative
9147928,ENG,C4745582,P,L9061809,PF,S18476593,Profend
9149037,ENG,C4746403,P,L14514065,PF,S18520891,"Injection, c-1 esterase inhibitor (human), (haegarda), 10 units"
